review,actual_sentiment,predicted_sentiment,positive_probability,correct,confidence
for those of you who've never heard of it or seen it on a e cracker is a brilliant british tv show about an overweight chain smoking psychologist named who helps the police department get into the heads of violent criminals it's considered to be one of the finest shows ever to come out of england and that's saying something and was tremendously successful in england and around the world back in br br now the original stars have re teamed with the original writer to knock out one more hour episode i've loved this show ever since i'd first seen it over a decade ago the dvd box set holds a place of honor in my collection and i can quote a good deal of scenes practically word for word the idea of with jimmy for another tv movie about filled me with absolute glee br br i'll with the good one of the many things that impressed me about the original cracker series was how quickly was defined as a character five minutes into the first episode with his lecture throwing the books into the air his drinking and his of the guy after him on the gambling machine and you knew simply knew who this character was you could feel him in your mind the kind of click that only happens when a great actor gets a great role written by a great writer br br of course remained great throughout the show but i always felt that some of the later episodes those not written by the character br br so the good news is this is back as soon as you see him in this show making incredibly inappropriate comments at his daughter's wedding you'll feel that click once again it's him one moment and truly sorry the next always insightful sincere to the point of but brilliantly funny in the process if you love this character as much as i do you'll be delighted with how he is portrayed in the movie and this to and mark in fact everything having to do with the is handled perfectly br br the problem i do have with this movie revolves around the crime is trying to solve in standard cracker fashion we know exactly who the criminal is in the first five minutes the suspense lies in seeing figure it out in this case we have a serial killer who is out for american blood and the reason for this unfortunately is not due to any believable psychological trauma rather it seems that the murders are here simply to allow the writer to display his personal political beliefs br br it's difficult for me to write this as i truly believe that jimmy is one of the greatest writers in the world nor do i have a problem with movies that are about current issues or movies that take a political stand but in the cracker universe we expect to see the characters behaving like human beings not like caricatures instead the americans in this movie are all depicted in an entirely stereotypical fashion they're know nothing who complain about everything treat the locals like crap and cheat on their wives one of them even manages to do all of the above within less than minutes i honestly thought i'd switched channels or something br br but it doesn't stop there we get constant of just how badly the war in iraq is going that have nothing whatsoever to do with the story and appear practically out of nowhere the killer is so busy about how bush is worse than hitler that he almost forgets to get on with the killing but more to the point he is such a for the writer's political views that he forgets to act like a believable human being and thus we as an audience don't buy his sudden transformation from a happy family man to a tortured serial killing soul br br i can't say that this ruined the show for me it's was still good tv better than almost everything else in the genre mainly due to once again but its constant made it impossible for it to be as good as the real cracker classics like to be a somebody an episode that was just as but one that was handled with far more subtlety and psychological depth br br two other small points not being around is a disappointment but what's worse are her the entire police department which for so long filled with such great characters is now full of vanilla completely cops who lack any and all personality how you could drain richard of personality is beyond me but it is indeed missing here br br also there are couple of moments where the show lost its believability for me one such instance revolves around having to narrow down the entire population of from million to a hundred based on some very strange french windows how does the computer know if i have french windows he not only succeeds in doing this but he succeeds in less than an hour i don't think so br br so all in all i was a little disappointed it's recommended viewing but remember to leave at least some of your expectations at the door still if there's new series to come after this it would all have been for the good i'm convinced that can still write great stuff and maybe now that he's got his politics out of his system he can go back to writing about people,0,1,0.96089,False,0.96089
china o'brien manhattan chase made this film enjoyable to watch and of course e this cute gal burned up the screen with her artistic abilities and hot sexy body china o'brien gets upset as a police officer and decides to call it and go back home to her hometown and get back to her roots and her dad who is the local sheriff her dad is getting older and the town has changed gangsters have taken over the town and started to get the local women to turning tricks and the city people were getting sick and tired of their town going to hell well you almost can guess what happens and you are right china o'brien fights back after great tragedy strikes her life bad acting through out the picture but brings this film to a wonderful conclusion,0,1,0.959173,False,0.959173
i love bad movies not only because they often are as entertaining as films like pirates of the series and other hollywood pathos but they often are far better than those films and that's the reason why i love italian rip off cinema of s and s and that's the reason why i especially love this movie the the company br br director has made some actually very good movies like house on the edge of the park and also his atlantis and live like a cop die like a man are enjoyable action movies but this is really bad the is so idiotic movie peter and david paul as the barbarian brothers and gore are very funny because of their lack of charisma and acting skills but if they can't act they yell and scream every time they do something important in one scene people try to hang the barbarian brothers and they escape very extraordinary way br br bad acting bad special effects very stupid story bad direction actually everything is bad in this movie i can't describe how much i laughed when i watched this first time the the company is camp classic everybody should see once if you thought plan from outer space is fun camp this will be a real killer,1,0,0.041411582,False,0.9585884
i do not think that this movie deserves the low rating that most will give it it's one of the best teenager horror films i've ever seen and that's saying a lot nothing is left without an explanation to back it up the characters and plot break countless horror movie stereotypes and it has got nothing to do with some other horrible pieces we've been to lately a clear example is the mindless saint the first minutes might be downright boring with the exception of the beginning although some minor light mistakes can be easily spotted after the arrival to the village though the horror a different twisted kind of horror begins br br with the plot and the details goofs are minor the characters are this movie's strongest point given that so many clich s are broken in it for example the two main male characters nick and are not by any means the idiotic types we're used to although dalton might fit better in this stereotype not is he the only one to pay for this lack of consciousness some scenes are truly horrible making up for tense moments scattered around all the film and in the end and although everything is explained it's easy to see that things won't go so easy to the surviving characters br br the only errors i can see and which do not imply continuity ie not finding her own cut finger in the unconscious is the which is somehow annoying during the first boring minutes although plot and effects wise everything is drastically and twisted with the arrival of the main characters to that little village in the midst of nothing so i'll give it that it's been pretty much that about of the movie is illogical how can two people build an entire house of wax where do they get all the wax from these wouldn't be questions if people would have paid more attention to the movie the brothers did not build the house of wax their mother worked making actual wax figures and they were at the museum and the scenario where paris unfortunate character meets her death is the answer to the second question what is with all the personal objects mobile phones cars clothes of the dead people using their third brother as a connection with the exterior it's pretty much that the twins should obtain the money necessary to buy the wax in a wwii type fashion br br so that aside i think the movie deserves a lot more than it gets and nobody should lose the chance to watch it so go see the house of wax right now,1,0,0.04147096,False,0.95852906
i am quite a fan of novelist screenwriter michael his novel wonder boys became a fantastic movie by curtis his masterful novel the amazing adventures of and clay won the prize a few years back and he had a hand in the script of spider man arguably the greatest comic book movie of all time br br director marshall has also directed wonderful comedic pieces such as the gut and the genius short film series terry office and with a cast including peter miller nick nolte and this seems like a no br br it is literally br br jon foster stars as art the son of a mobster nolte who recently with a degree in jon is in a state of arrested development he works a minimum job at book has a vapid relationship with his girlfriend boss which amounts to little more than amounts of sex with no plans other than to chip away at a career for which he has zero passion br br one night at a party an ex roommate introduces jon to jane miller a beautiful smart later that night they go out for pie and she asks jon a question that begins to shake him from his state of existence i want you to tell me something that you have never told a single soul if you do it will make this night jon then tells her a dream of his in which he wanders about town looking at the faces of strangers passing him by yet none of them look him in the eye i imagine it must be what death feels like he says br br the next day jane's wild boyfriend cleveland kidnaps jon from work and takes him out to a abandoned steel mill and soon jon cleveland and jane are spending every waking moment together going to punk rock doing drugs and drinking lots of alcohol this doesn't sit well with who pushes jon for a more personal relationship namely letting her meet his new friends and his father the film then attempts to take us on journey as he shakes off the on him by his father and his dead end job as he finds freedom and expression through his relationships with cleveland and jane br br there is a problem having us follow jon throughout the film he's completely uninteresting he has no ambitions passions or goals he walks through life like the invisible he described to jane the night they met at the outset this isn't a problem but he never gets any more interesting he's a completely passive character he simply follows along the cleveland and jane but he never once gives us any as to what he cares about or wants to to do with himself br br consequently the film and its supporting characters have nowhere to go and little to do other than party have sex and get in arguments in other words much about nothing what we have here is the shallow skin of a good movie without anything on the inside sweeping cinematography voice over with characters staring off into the distance lots of sex scenes both straight and gay big arguments more angry sex a chase scene and a tragic death but it doesn't seem to matter ironically at one point jane confused at a number of actions asks him what's going on jon what is this all about yes jon do tell we in the audience are dying to know too br br the title the mysteries of must refer to the characters themselves because that's what they are they are all one dimensional stand ins for actual people the film never lets us in we never know what makes any of them we see them do lots of things but we don't know why and the absence of why is one of the worst things a movie can have,0,1,0.9577177,False,0.9577177
the lady in is a course on social of the late 's the writing not the acting is at center stage did i say pure camp prepare to be offended if you are female or gay broad and dame are standard terms and gay and bashing are represented for what they were in the day camp wise most of the lines are tossed off although there are wonderful performances by a very few outstanding character actors the action scenes are mundane but it is fun to see dan play a tough guy who likes bashing and kazan and are at the peak of their careers amazing to note they were both years old and mr sinatra was the musical score wait was there a score well you get the point watch it with friends who want a good laugh it's full of them,0,1,0.95640445,False,0.95640445
little quentin seems to have the art of having the cake and eating it br br as usual the pure sadistic display can be explained as a clever thought provoking way of sending violence back into the audience's face br br sure mr tarantino violence is is it is well worth in it to make that point how very brilliant br br the juvenile part of the audience may well not be clever enough to follow all the smart references to higher levels of consciousness though but i'm confident they'll see the light one day br br thanks for making this little world of a little better you deserve a,0,1,0.9551291,False,0.9551291
i found this movie immensely interesting yet a little jaded it talks of violence and what there doing i still don't see the point in becoming terrorists in order to stop the terrorists we have similar people in the united states and other countries the use of violence and war tactics because they think they are right think of the and the christian against the people during the medieval times lots of blood and death far the violence of today the western world has had a negative impact on the religion i do not justify their actions but western culture in the past has had a very negative effect on some but still do remember the majority of the people are peaceful people of any nation feel some sort of but to a war on the fact that i'm right and your wrong needs to be again i repeat you cannot stop terrorists by becoming like them,0,1,0.9548287,False,0.9548287
normally i love finding old and some not so old westerns i haven't seen to be the entertainment for the evening it's such a great way to sit back relax and escape the politics and world problems for a few hours but this was not to be the case with this version of the magnificent seven the casting and storyline of this series closely follow the hollywood formula for politically correct entertainment good old get your mind right history where the must all be white male in this case and preferably christian if it can somehow be worked into the script it's sad really the best movies out there are now and have always been about simply telling a good story up on the big screen not about someone's political ideology,0,1,0.9542634,False,0.9542634
the movie actually has a fairly good story but gets down in several key places it's almost as if the director threw the movie together without taking the time to make some essential cuts in the film dennis quaid does a fairly decent job in his role but something is clearly missing from several key scenes br br this hour movie could have been reduced to about a hour movie and probably would have been a much better film had it not had the feel as if it was thrown together br br,1,0,0.047849387,False,0.9521506
any person with fairly good knowledge of german cinema will surely tell that numerous films about a young girl having troubles with her mother as well as her boy friend have been made in the past if such a film is shown to people again it would surely click provided if it has something new fresh and captivating for today's challenging audiences this is also true for german film maker as her film's principal protagonist has been by everybody around her including her mother and boyfriend she is bold enough to face any punishment as she has tried her hand at all kinds of criminal activities including was originally shot on to be blown afterwards to format its technical does not our when we learn that would like to become a policeman as she feels that she is to the idea of becoming a run of the mill if someone were to state a positive aspect of film it may well be involvement with handicapped people as a result of a punishment it is with that we learn that are human too with their unique and,0,1,0.94915074,False,0.94915074
when thinking of the revelation that the main character in bubble comes to at films end i am reminded of last years with christian the only difference between the two films is the literal physical weight of the characters br br an understated yet entirely realistic portrayal of small town life the title is cause for perhaps we the audience are the ones in the bubble as we are given no in the films slim minute running time audience reactions were often smug and clearly how detached people can be from seeing any thread of humanity in characters so foreign to themselves these characters are the ones people refer to as those that put george w back in office for a second term br br it's to consider how reality television has spoiled our sense of reality when watching an audience jump to their feet for the exit as soon as the credits role this film has it's merits and is deserving of consideration for the things it doesn't say outright,0,1,0.9478951,False,0.9478951
what could ever happen in a dull town in summer well a bunch of teenagers find out a few things can and do happen br br it turns out the mexican werewolf of this story is nothing less than el and the movie unlike the name would suggest is not a remake or of the american werewolf movies but something completely different br br overall for an obviously low budget movie it's not bad some clever camera work quite decent looking traditional creature and gore effects and for once not all knowing people that can and do make mistakes like shooting a colleague thinking it's the big bad beast and are by things they could not possibly know br br sit down at this expecting a blockbuster million dollar production and you will turn it off in disgust after a short while sit down at this expecting a bit of entertainment and a relatively simple story and it's quite good overall it gets an from me for being creative having ok acting and pulling off some good work for the budget this movie had,1,0,0.052286696,False,0.9477133
renting this direct to video film i was not expecting an amazing piece of cinematography not to say just because a film is in cinema it will only very loosely following the story in the epic poem this film provides a unique take on the tale of monsters and super humans the general photography can be as conflicted with its mixture of and post apocalyptic reminiscent of mad max with a rock and soundtrack to boot one comes away feeling a bit off the fight scenes though unbelievable are entertaining and christopher possesses some of the most interesting weapon i have ever seen on film though often a tad the special effects used for the monster grendel are surprisingly effective and are one of the few highlights br br christopher delivers an average performance as beowulf it will be nowhere near as memorable as but at least it wasn't as poor as the supporting cast is rather neutral br br if you're looking for a good action adventure story with a complex and engaging plot i would not suggest this film however if you want a flick that is of little substance full of campy battle scenes and a somewhat predictable plot find a copy of this,0,1,0.94765234,False,0.94765234
gordon goes over the top in typical full moon fashion but that's to be expected combs is surprisingly low key keeping his performance at a more realistic level than we are used to seeing also gone is the usual stuart gordon in black humor br br the film is quite effective in showing break down and his final heroic act to save his wife daughter you actually feel sympathy for his character despite his short br br personally i was more surprised at the nudity and borderline porno sex scene than i was shocked by the graphic violence gore br br not classic gordon but certainly something you might enjoy if you've seen his more famous films,0,1,0.9465268,False,0.9465268
of follows the story of helen and the of the war this is more of a love story between helen and paris who is and falls in love with helen without knowing she is queen the film portrays the couple as and wanting nothing more than to be together other films and books have different portrayals of the characters but in this one they are simply hopelessly in love the film is pretty slow moving in some places but the battles and the detail to the scenery are done pretty well there are also some good performances i thought that the slave girl did a particularly good job and she was one of the most well liked characters br br overall this is a good adaption if you can look beyond the slow moving story in places and look beyond some of the cheesy romance and dialogue in my opinion a perfect film version has not yet been created but this one is entertaining and does have some good bits,0,1,0.94344264,False,0.94344264
nothing is worse than the of our world's history this film attempts to describe the horror faced by one particular family a common narrative device in the atomic bomb world of the most memorable parts are the graphic and images that the people of face in the aftermath of war the story however becomes more concerned with the effect on a specific group of people and how they cope with getting on with their lives in other words if you don't really care about them the film grows boring it's hard not to care though when a family's is i'm not sure if i would recommend this film because it says very little politically and honestly did not keep my interest in the family's troubles,1,0,0.057389554,False,0.94261044
only if its the last thing do and your humour is should you ever attempt to watch this if you do watch it alone invite no one they will never return to watch another movie with you it might be an excellent tool for that very purpose invite people you want to get rid of in your life br br apparently i need to write more about his film in order to qualify as a review this is sweet irony for this film it really does sum it up perfectly after wasting my time it wastes more of your time it does have a function i take it all back br br i recommend this film watch it its provocative really go ahead watch it,0,1,0.94132304,False,0.94132304
the problem with the version of this movie is simple indiana jones was so closely after alan or at least is an alan type of character that the director made the mistake of the movies for dialog and story far too deeply what you got as a finished product was a mess of the name alan in an uneven of a cheaply saga with a touch of austin powers esquire cheese here and there br br it was labeled by many critics to have been a great parody or unintentional comedy unintentional is the word this movie was never intended to be humorous witty yes but not humorous unfortunately it's witless rather than witty br br with this new mini series you get much more story character development of your lead solid portrayals and a fine even entertaining blend this story is a bit long much longer than its predecessors but deservedly so as this version carries a real storyline and not just action and eye candy while it features both action and eye candy it also the mistake made in the version by forgetting all together and going back to the source for making for a fine well thought out plot and some nice sub plots br br now this attempt is not the all out action that is indiana jones nor is it a poor attempt to be so this vehicle is plot and character driven and is a beautiful rendition of the saga filmed on location in south africa the audience is granted beautiful if desolate cultures and some nice footage to blend smoothly with the performances and storyline here br br steve totally surprised me with this one as i have never been one to to his vision in fact i have disliked most of his work as a director until this attempt i hope this is more a new vein of talent and less the that it seems to be br br this version rates a on the tv scale from br br the fiend,1,0,0.05961341,False,0.9403866
this is the first and as far as i can tell the only completed production of heart of darkness ever released prior to starting on citizen kane orson welles shot some test footage for a version of heart of darkness that was to be filmed entirely in what would now be called where we would see everything from the point of view of the main character charlie he would be seen only in mirrors windows water etc the film was never made the technique was used not too successfully in in the lady in the lake with robert starring as philip presumably the coincidence of the two e characters is just that of course francis apocalypse now was based on heart of darkness br br the short novel heart of darkness by the polish born british writer joseph conrad first in a british literary magazine in features one of his favorite alter ship captain charlie who also the short story youth and tells the story of lord jim out of work decides to take a job a river boat for a company involved in the brutal exploitation of the resources of king leopold personal the free state travels from london to signs on with the company and is told that his mission is to take a boat up the river to a far station headed by one of the most agents in the colony a german named of for the production of rubber and other products from station have and no word has come from for some time there are rumors that he has gone native is to investigate take any necessary action and make a report on his return he takes passage down the west african coast to the mouth of the is for weeks while he is forced to his boat at the company station on the coast and finally sets out to find station the river the heat the the the insects the people all take their on his his imagination and his mental resources he finds ill half mad and close to death the final encounter and the death of are almost an especially since conrad is so obscure about what actually happens that we are left to puzzle it out for ourselves this is a novel where you close the book vaguely with the ending but nevertheless the story for its amazing br br this heart of darkness was filmed with in central america standing in for west africa it is best where the novel is at its greatest actually showing us first world what a boat trip up a river would look like but the rest of the film was forgettable tim roth does his best as but so much about the plot characterizations and character relationships has been altered beyond recognition that you wonder why they bothered if the aim was to make story for the screen why didn't they leave it alone it's to expect that no will be made when a book is made into a movie but so many changes were made that to me had no cinematic justification that you wonder whether we are simply dealing with incompetent screenwriters and most disappointing of all was john as he was completely miscast and simply the role everything about him is wrong his looks his acting style his voice his accent everything a vastly better choice would have been someone like bruno unlike an actual german like the character br br this is a very disappointing production and i would recommend it only after you've read the book if you want to depend on more than your imagination to get a visual picture of a boat trip up the river circa,0,1,0.9383579,False,0.9383579
